idEstudiante,idPrograma,Programa,nombre,email,sexo,genero,fechaNacimiento,Modalidad Grado,telefono,fechaInicio,fechaFin
881,15,Enfermeria,Anna Macejkovic,Yvonne93@hotmail.com,female,Gender questioning,12/29/1995,tesis,3542649724,10/5/2016,4/15/2020
882,3,Arquitectura,Salvatore Runolfsson,Jesse_Cormier-Larson16@yahoo.com,male,Cis female,9/2/1991,bapi,3460372337,4/10/2011,9/17/2020
883,30,Lenguas Modernas,Krista Brekke,Troy.Deckow24@gmail.com,male,Androgyne,11/9/1996,pasantia,3265385544,6/15/2024,9/22/2032
884,70,Derecho (Doctorado),Gilberto O'Keefe,Isaac_DuBuque@hotmail.com,male,Two-spirit,12/2/1993,tesis,3282217901,7/5/2015,1/15/2021
885,5,Biologia,Naomi Sipes,Don_Von28@hotmail.com,male,Intersex person,12/24/1996,bapi,3659532962,3/28/2028,3/29/2036
886,29,Ingenieria Quimica,Mr. Wesley Hills,Ben_Kerluke@hotmail.com,male,Transexual man,8/22/1991,tesis,3705054036,10/29/2017,11/9/2027
887,32,Medicina,Ethel Schaefer,Roberto_Reynolds14@yahoo.com,male,Polygender,8/31/1993,tesis,3892936745,4/12/2018,5/14/2021
888,67,Arquitectura (Doctorado),Becky Schmidt,Darla_McGlynn@yahoo.com,female,Hermaphrodite,5/19/1997,bapi,3491816849,6/21/2023,1/2/2029
889,45,Desarrollo Sostenible (Maestria),Luke Hoeger-Witting III,Kerry_Spinka@yahoo.com,male,Gender nonconforming,11/7/1992,tesis,3740431590,2/10/2019,8/13/2031
890,25,Ingenieria de Sistemas y Computacion,Mandy Bauch,Amber81@hotmail.com,female,Agender,3/7/1993,bapi,3715595690,4/9/2013,9/18/2019
891,15,Enfermeria,Kellie Graham,Clint50@hotmail.com,male,Agender,4/30/1993,pasantia,3129485654,8/10/2018,1/17/2029
892,53,Ingenieria Biomedica (Maestria),Mr. Craig Ledner-Reynolds,Lena_Mann89@hotmail.com,female,Male to female trans woman,12/15/1996,bapi,3652416154,4/26/2019,10/2/2024
893,74,Ingenieria Civil (Doctorado),Abel Cartwright,Bennie69@yahoo.com,male,Transexual woman,7/29/1997,pasantia,3207459173,7/30/2025,7/4/2037
894,38,Psicologia,Ellis Thiel,Stacy18@gmail.com,female,Cis female,9/25/1992,bapi,3213952224,3/2/2020,7/3/2029
895,6,Ciencias Ambientales,Ernesto Erdman,Caleb30@gmail.com,male,Non-binary,2/22/1997,pasantia,3993840497,11/23/2028,2/26/2038
896,25,Ingenieria de Sistemas y Computacion,Ms. Pamela Murray,Tami.Buckridge@hotmail.com,female,Demi-woman,6/16/1997,pasantia,3228270937,10/20/2029,1/1/2036
897,12,Diseno Grafico,Woodrow Hauck,Noel_Gislason@gmail.com,male,FTM,10/30/1997,pasantia,3087003308,1/9/2025,2/11/2029
898,16,Fisica,Alice Towne,Kyle.Mosciski@hotmail.com,male,Androgyne,10/13/1992,pasantia,3907038232,9/19/2015,2/24/2023
899,15,Enfermeria,Michele Langworth,Alberta.Lang-Tremblay@hotmail.com,female,Neutrois,3/4/1991,pasantia,3523927329,7/6/2012,12/8/2019
900,2,Antropologia,Gayle Schowalter,Mabel_Trantow38@gmail.com,female,Intersex woman,9/8/1992,pasantia,3567722080,4/16/2013,5/18/2024
901,2,Antropologia,Dave Kub,Olga.Jones43@gmail.com,female,Transgender female,11/16/1996,bapi,3217547994,4/19/2022,10/28/2026
902,74,Ingenieria Civil (Doctorado),Ms. Bonnie Schmitt,Lynette.Jacobson31@gmail.com,female,Trans male,2/14/1993,pasantia,3197255534,10/24/2017,4/4/2021
903,71,Educacion (Doctorado),Doris Farrell,Shaun88@gmail.com,male,Trans female,4/17/1999,bapi,3372402795,1/22/2026,8/28/2032
904,16,Fisica,Felicia Legros,Mamie_Wilderman60@hotmail.com,female,Male to female,2/12/1998,pasantia,3619392373,6/21/2025,7/23/2033
905,79,Quimica (Doctorado),Clark Borer I,Kristine76@gmail.com,female,Trans person,7/21/1993,tesis,3711665036,1/25/2021,7/31/2031
906,29,Ingenieria Quimica,Shelley Haley,Marlene_Walter91@gmail.com,female,M2F,9/7/1996,tesis,3777808286,2/8/2017,3/13/2025
907,64,Salud Publica (Maestria),Earnest Dicki I,Gilberto.Dicki57@gmail.com,male,Cis male,6/12/1995,tesis,3687968836,7/17/2023,12/26/2034
908,12,Diseno Grafico,Melissa Raynor,Alfredo64@gmail.com,male,F2M,5/12/1996,bapi,3891915357,7/23/2025,1/27/2033
909,17,Geografia,Catherine Heaney,Ron.Nienow75@gmail.com,male,Two-spirit person,9/18/1998,bapi,3891859086,2/19/2027,8/23/2036
910,2,Antropologia,Raul Leffler,Eula81@hotmail.com,female,Androgynous,4/5/1999,pasantia,3706371514,5/8/2028,7/20/2035
911,56,Ingenieria de Sistemas y Computacion (Maestria),Mrs. Gretchen Beatty,Maureen80@yahoo.com,female,Omnigender,10/3/1990,bapi,3953234714,3/14/2021,1/19/2033
912,41,Trabajo Social,Alberto Quigley,Calvin_Howell8@gmail.com,male,Agender,11/7/1995,tesis,3558452357,4/19/2018,10/30/2026
913,48,Estudios Latinoamericanos (Maestria),Dr. Gilbert Daniel II,Jasmine.Weissnat-Welch19@gmail.com,female,Gender variant,2/12/1997,tesis,3329632789,3/16/2018,6/27/2026
914,3,Arquitectura,Julio Carroll,Patty_Williamson@hotmail.com,female,Two-spirit person,1/15/1995,tesis,3455812004,8/27/2016,2/7/2024
915,60,Neurociencias (Maestria),Eloise Ullrich,Wilbur11@yahoo.com,male,Trans person,10/24/1994,bapi,3094158944,8/30/2024,11/5/2031
916,7,Ciencias de la Computacion,Thelma Bartoletti-Bahringer,Caroline.Nikolaus@gmail.com,female,Trans male,7/13/1990,bapi,3635764236,12/18/2016,3/30/2027
917,58,Matematicas (Maestria),Lowell Kulas,Sarah_Bogan@gmail.com,female,Male to female trans woman,5/8/1993,pasantia,3493911733,11/14/2022,12/15/2033
918,79,Quimica (Doctorado),Eula Runte,Elijah30@yahoo.com,male,Two-spirit person,5/27/1998,bapi,3667741807,6/5/2029,10/16/2037
919,44,Ciencias de la Informacion y la Comunicacion (Maestria),Dr. Kristopher Conroy,Celia.Jast19@gmail.com,female,Genderqueer,1/15/1993,bapi,3880664632,7/19/2022,8/26/2027
920,78,Neurociencias (Doctorado),Sabrina Monahan,Roberto_Russel94@hotmail.com,male,T* man,4/12/1992,bapi,3642301746,3/24/2021,10/6/2030
921,37,Pedagogia,Warren Rempel,Michael97@yahoo.com,male,F2M,11/25/1998,tesis,3230674723,9/5/2025,9/11/2034
922,46,Economia (Maestria),Ms. Mamie Hackett-Hamill,Candace.Walker29@hotmail.com,female,Female to male,12/10/1996,tesis,3635519990,8/12/2016,1/15/2024
923,29,Ingenieria Quimica,Clark Beahan,Gregg_Ratke10@yahoo.com,male,Demi-girl,7/14/1990,bapi,3669924571,1/17/2017,12/22/2020
924,8,Ciencias Politicas,Joshua Trantow,Frances.Braun@gmail.com,female,Demiflux,1/14/1993,bapi,3813661913,6/24/2022,10/25/2029
925,32,Medicina,Delia Heller,Jan.Fadel@hotmail.com,female,Genderqueer,11/7/1991,tesis,3246154894,4/15/2016,4/26/2027
926,23,Ingenieria de Alimentos,Jo Kuvalis,Bobbie.Weimann@gmail.com,female,Pangender,4/6/1991,bapi,3084082966,11/12/2017,12/23/2024
927,13,Economia,Trevor Hegmann,Vicky.Rutherford@yahoo.com,female,Male to female trans woman,9/23/1999,bapi,3519727377,3/28/2020,1/3/2027
928,68,Biologia (Doctorado),Hazel Strosin,Paulette47@yahoo.com,female,Genderflux,6/6/1998,pasantia,3728895573,1/18/2030,5/23/2039
929,61,Odontologia (Maestria),Dave Jacobs,Francis85@hotmail.com,female,T* woman,8/31/1995,tesis,3867849172,9/5/2027,12/7/2037
930,3,Arquitectura,Dr. Perry Schiller,Edith.Christiansen@hotmail.com,female,Cisgender female,7/6/1998,bapi,3471016179,6/17/2020,9/28/2024
931,39,Quimica,Harriet Lemke,Garry.Hoppe@hotmail.com,male,Female to male trans man,3/12/1998,tesis,3509625632,4/24/2022,8/30/2030
932,57,Linguistica (Maestria),Enrique Swift,Alejandro.Howell70@gmail.com,male,Female to male transgender man,5/23/1997,bapi,3757006233,12/25/2022,4/6/2030
933,2,Antropologia,Bessie DuBuque,Dave_Mosciski30@hotmail.com,male,Cis,6/10/1996,bapi,3836613793,5/12/2023,4/13/2029
934,44,Ciencias de la Informacion y la Comunicacion (Maestria),Dewey Brakus,Annette.Cole@gmail.com,female,Demi-girl,5/24/1999,bapi,3817106298,9/5/2025,11/6/2033
935,35,Nutricion y Dietetica,Rosa Adams,Zachary.Toy-Brakus@gmail.com,male,Pangender,1/23/1991,pasantia,3940342840,12/28/2017,3/1/2029
936,62,Planificacion Urbana y Regional (Maestria),Laurie Senger IV,Lois42@gmail.com,female,Demi-man,11/19/1992,bapi,3820343547,10/23/2016,9/27/2021
937,32,Medicina,Patti Fadel,Jeanne_Gorczany99@yahoo.com,female,Gender neutral,12/18/1999,bapi,3528098699,4/22/2019,12/3/2023
938,58,Matematicas (Maestria),Kellie Sipes,Dexter_Schiller5@hotmail.com,male,Cisgender,8/23/1997,bapi,3003675957,5/2/2017,2/9/2026
939,12,Diseno Grafico,Holly Heathcote,Cathy59@gmail.com,female,Demiflux,7/29/1992,bapi,3590195956,1/2/2018,2/8/2021
940,33,Microbiologia,Myron Wyman,Melissa.Marvin27@gmail.com,female,Male to female trans woman,11/16/1993,tesis,3598936941,7/18/2020,3/25/2025
941,38,Psicologia,Danielle Bernier,Robin.Haley58@hotmail.com,female,Female to male transsexual man,9/14/1991,pasantia,3066920956,2/15/2013,5/23/2021
942,16,Fisica,Darnell Fay,Rex.Hickle@yahoo.com,male,Gender fluid,7/10/1999,tesis,3949261823,5/17/2029,6/29/2040
943,46,Economia (Maestria),Miss Darlene Koss,Lorena81@hotmail.com,female,FTM,5/5/1996,bapi,3458312098,12/11/2019,10/16/2027
944,17,Geografia,Ebony Conroy,Edward_Wehner68@hotmail.com,male,Cisgender man,8/27/1993,tesis,3685701106,4/30/2013,9/1/2022
945,44,Ciencias de la Informacion y la Comunicacion (Maestria),Cathy Lueilwitz,Oscar_Homenick95@yahoo.com,male,Demi-girl,7/22/1992,bapi,3922279068,11/26/2014,3/27/2023
946,36,Odontologia,Steve Rutherford-Wiza,Kari.Mills-Cummings@hotmail.com,female,T* woman,5/25/1991,bapi,3145023478,9/29/2012,3/7/2025
947,14,Educacion,Albert Boyle-Jerde DDS,Jessie_Stracke@gmail.com,male,Trans man,12/15/1995,pasantia,3817085794,8/18/2027,3/2/2031
948,51,Gestion y Desarrollo Urbanos (Maestria),Ricardo Streich,Wilson_Rolfson86@hotmail.com,male,F2M,3/26/1991,tesis,3613452858,12/29/2017,7/8/2021
949,53,Ingenieria Biomedica (Maestria),Yvonne Langosh,Guadalupe95@hotmail.com,male,T* man,11/6/1997,tesis,3141365789,11/13/2024,10/14/2029
950,42,Arquitectura Paisajista (Maestria),Shannon Will Sr.,Sherry.Schumm@gmail.com,female,Cis man,3/30/1997,pasantia,3130583206,6/4/2027,7/12/2035
951,77,Medicina (Doctorado),Nora Kuvalis,Doug.Russel@hotmail.com,male,Cisgender male,11/5/1994,tesis,3806535406,5/15/2025,7/18/2034
952,39,Quimica,Robert Goldner,Jerome.Hauck33@hotmail.com,male,Multigender,11/11/1999,pasantia,3414250579,4/19/2030,4/27/2037
953,10,Contaduria Publica,Terry O'Reilly,Andre51@gmail.com,male,Male to female transsexual woman,10/17/1993,tesis,3134874254,7/19/2021,9/24/2028
954,13,Economia,Leroy Maggio,Wilbert.Wiza@yahoo.com,male,Transexual person,2/16/1995,tesis,3069282562,3/27/2021,4/8/2026
955,10,Contaduria Publica,Stacy Bernhard IV,Jacob89@gmail.com,male,Neutrois,9/10/1997,pasantia,3234353472,11/12/2019,7/17/2025
956,73,Fisica (Doctorado),Mabel Fritsch-Fadel,Julia91@hotmail.com,female,Two-spirit person,3/29/1999,bapi,3446882434,10/2/2024,4/13/2031
957,75,Linguistica (Doctorado),Aubrey Wilkinson,Kay_Gleason@gmail.com,female,Trans male,10/1/1990,bapi,3658471669,12/5/2014,5/6/2020
958,11,Derecho,Brittany Keeling,Deborah68@hotmail.com,female,Female to male,9/27/1991,pasantia,3133858386,9/6/2022,3/16/2029
959,12,Diseno Grafico,Elsie Hermiston,June_Krajcik24@gmail.com,female,Bigender,10/20/1993,pasantia,3268735608,6/25/2024,7/2/2035
960,20,Ingenieria Ambiental,Francis Lockman,Mark.Torphy@hotmail.com,male,Cisgender,12/23/1998,bapi,3289478967,2/4/2024,11/10/2028
961,23,Ingenieria de Alimentos,Oscar Ruecker-Murazik Jr.,Ronnie18@hotmail.com,male,Bigender,10/12/1990,bapi,3158216798,12/24/2020,3/5/2026
962,18,Historia,Mr. Aaron Harvey,Cedric.Donnelly69@hotmail.com,male,Two-spirit person,12/9/1999,bapi,3391621994,6/13/2027,10/23/2034
963,6,Ciencias Ambientales,Julia Bogan,Delia31@gmail.com,female,Demi-woman,8/30/1999,pasantia,3366359806,12/1/2021,2/13/2029
964,60,Neurociencias (Maestria),Ernesto Gutmann,Edna_Kuhn@yahoo.com,female,Androgyne,9/8/1999,bapi,3783149267,5/15/2031,9/26/2036
965,59,Musica (Maestria),Miss Francis Torphy,Chris1@yahoo.com,male,Cis,7/22/1995,pasantia,3703698421,11/30/2014,5/7/2020
966,57,Linguistica (Maestria),Andrew Breitenberg,Anne.Frami94@gmail.com,female,Pangender,6/1/1991,bapi,3481360159,4/8/2014,9/18/2018
967,37,Pedagogia,Karen Haag,Ben.Schultz@gmail.com,male,Transgender female,2/13/1996,tesis,3661921673,6/22/2022,7/1/2027
968,38,Psicologia,Dr. Andrew Heller,Jennifer_Torphy@hotmail.com,female,Male to female transgender woman,11/28/1992,pasantia,3821798974,7/7/2016,2/14/2023
969,77,Medicina (Doctorado),Eduardo Stoltenberg MD,Joshua_Pfeffer23@yahoo.com,male,Gender variant,8/27/1991,pasantia,3845023190,2/1/2021,8/13/2030
970,45,Desarrollo Sostenible (Maestria),Roy McKenzie,Francis_Schinner69@hotmail.com,male,Two-spirit,11/12/1990,tesis,3136735890,10/22/2021,2/24/2032
971,12,Diseno Grafico,Jared Upton,Roman26@yahoo.com,male,Polygender,11/16/1998,pasantia,3695665383,6/22/2027,4/27/2035
972,12,Diseno Grafico,Jennifer Weimann,Candice34@gmail.com,female,Omnigender,6/24/1992,pasantia,3170593799,12/31/2014,3/6/2025
973,62,Planificacion Urbana y Regional (Maestria),Arturo Grimes,Donna_Gutmann90@gmail.com,female,Cis,1/17/1992,bapi,3542363255,11/28/2022,5/7/2030
974,53,Ingenieria Biomedica (Maestria),Gayle Carroll,Ann6@hotmail.com,female,Polygender,10/5/1998,pasantia,3075727999,6/17/2024,9/23/2031
975,57,Linguistica (Maestria),Ruben Jacobs,Simon32@gmail.com,male,Agender,10/14/1997,pasantia,3860034632,12/26/2016,6/6/2020
976,9,Comunicacion Social,Miss Cecelia Schumm MD,Terrell.Cole@yahoo.com,male,Man,4/15/1992,pasantia,3237577408,9/17/2016,12/27/2025
977,60,Neurociencias (Maestria),Jean Schneider,Otis65@yahoo.com,male,Androgyne,8/21/1996,tesis,3812393422,11/26/2019,1/29/2031
978,13,Economia,Mr. Jamie Parisian Jr.,Juana68@gmail.com,female,M2F,1/31/1990,tesis,3684432020,2/7/2018,12/9/2025
979,22,Ingenieria Civil,Mr. Terrance Schaden,Laurie54@yahoo.com,female,Cisgender female,9/8/1993,bapi,3457974160,4/12/2019,9/16/2029
980,41,Trabajo Social,Marlene Cummerata,Jeremy43@yahoo.com,male,Neither,2/17/1991,tesis,3940126768,1/29/2018,9/9/2023
981,12,Diseno Grafico,Edmund Casper,Monique_Lang83@yahoo.com,female,Transexual man,3/8/1992,tesis,3300577358,7/13/2022,1/15/2032
982,20,Ingenieria Ambiental,Dr. Wm Feest,Warren8@gmail.com,male,Cis female,8/9/1999,pasantia,3552358200,3/16/2024,11/20/2027
983,64,Salud Publica (Maestria),Byron Miller,Isabel_McGlynn@hotmail.com,female,Hermaphrodite,3/22/1999,tesis,3065879769,11/1/2025,8/11/2035
984,10,Contaduria Publica,Natasha Funk,Patrick_Larkin55@yahoo.com,male,Bigender,10/2/1998,pasantia,3831860359,8/12/2020,4/24/2028
985,67,Arquitectura (Doctorado),Mrs. Alice Powlowski,Martin_Blanda26@yahoo.com,male,Genderflux,6/22/1992,pasantia,3363666240,5/3/2019,8/14/2025
986,68,Biologia (Doctorado),Angelina Schaden,Hattie79@hotmail.com,female,Cisgender man,4/28/1999,pasantia,3240872015,12/29/2027,6/8/2036
987,21,Ingenieria Biomedica,Ms. Catherine O'Hara IV,Lloyd.Conroy46@hotmail.com,male,T* woman,11/20/1992,pasantia,3916235410,2/28/2021,5/8/2026
988,61,Odontologia (Maestria),Diane Huel PhD,Cecilia23@hotmail.com,female,Gender neutral,10/23/1993,pasantia,3755193003,6/29/2019,8/30/2030
989,67,Arquitectura (Doctorado),Darnell Howell,Darnell.Christiansen@gmail.com,male,Multigender,9/9/1997,pasantia,3223961758,11/19/2023,4/22/2033
990,29,Ingenieria Quimica,Lynne O'Hara,Jaime.Boyer74@yahoo.com,male,Gender nonconforming,4/13/1996,bapi,3398360101,12/14/2021,6/18/2034
991,40,Sociologia,Edith Kozey,Jamie.Kreiger@yahoo.com,female,Demigender,10/8/1993,bapi,3464541201,7/11/2023,8/22/2030
992,41,Trabajo Social,Dr. Seth Hilpert,Alicia.Langworth69@hotmail.com,female,Demi-woman,4/15/1992,tesis,3441083366,1/17/2023,9/19/2027
993,38,Psicologia,Pauline Schuster,Guadalupe.Friesen73@gmail.com,male,Demi-man,5/13/1996,tesis,3694249401,5/21/2023,7/30/2028
994,9,Comunicacion Social,Mandy Tremblay,Guadalupe_Hills69@yahoo.com,male,Neutrois,12/13/1998,bapi,3444868855,10/20/2025,10/22/2033
995,38,Psicologia,Eula Muller,Lucille16@hotmail.com,female,Cis man,9/7/1995,tesis,3086768764,12/18/2025,5/26/2031
996,43,Biologia Molecular y Biotecnologia (Maestria),Dr. Leslie Hartmann,Hugo71@yahoo.com,male,Female to male transsexual man,5/25/1990,pasantia,3424981738,5/2/2019,8/4/2031
997,15,Enfermeria,Stacy Feil I,Bessie_Jenkins71@yahoo.com,female,Cisgender male,6/4/1995,pasantia,3908218021,11/10/2016,9/14/2025
998,12,Diseno Grafico,Leslie Collins,Angelica.Schaden@yahoo.com,female,Pangender,6/28/1999,tesis,3085495354,4/6/2025,12/16/2029
999,45,Desarrollo Sostenible (Maestria),Christina Gorczany,Leonard.Kerluke@yahoo.com,male,Male to female transsexual woman,3/8/1990,pasantia,3824182314,3/13/2022,2/18/2026
1000,47,Educacion (Maestria),Gladys Grady,Cynthia_Hand56@yahoo.com,female,Polygender,2/21/1994,bapi,3017916542,12/29/2020,11/1/2026

